notes,category,amount_idr,month,is_weekend,day_of_week
naik grab ke kantor,transportasi,31000,4,True,Saturday
simpan untuk keperluan mendesak,tabungan,2008000,4,True,Saturday
bayar cicilan sewa tahunan,tempat_tinggal,968000,4,True,Sunday
bonus ekstra dari kantor,bonus,2353000,4,True,Sunday
deposit awal sewa,tempat_tinggal,5347000,4,True,Sunday
streaming disney,hiburan,120000,4,False,Monday
bayar ipl apartemen,tempat_tinggal,5186000,4,False,Tuesday
beli sabun dan sampo,lainnya,185000,4,False,Tuesday
bayar tagihan air,tagihan,126000,4,False,Tuesday
beli obat resep,kesehatan,75000,4,False,Wednesday
bayar deposit apartemen,tempat_tinggal,6731000,4,False,Thursday
slip gaji diterima,gaji,13788000,4,False,Thursday
pesan dim sum,makanan,142000,4,False,Thursday
naik mrt jakarta,transportasi,220000,4,False,Thursday
bayar ukt semester,pendidikan,131000,4,False,Thursday
pesan pizza online,makanan,165000,4,False,Friday
piknik di taman,hiburan,146000,4,False,Friday
bayar parkir mall,transportasi,20000,4,False,Friday
naik taksi online,transportasi,111000,4,False,Friday
bayar kursus desain,pendidikan,996000,4,False,Friday
perpanjang kontrak rumah,tempat_tinggal,3700000,4,False,Friday
bayar ukt semester,pendidikan,449000,4,True,Saturday
bayar les matematika,pendidikan,157000,4,True,Saturday
bayar parkir mall,transportasi,23000,4,True,Saturday
karaoke bareng teman,hiburan,233000,4,True,Sunday
pesan dim sum,makanan,77000,4,True,Sunday
uang sewa bulan ini,tempat_tinggal,2095000,4,True,Sunday
nabung rutin mingguan,tabungan,3201000,4,True,Sunday
bayar cicilan hp,tagihan,244000,4,True,Sunday
bayar tagihan gas,tagihan,119000,4,False,Monday
beli alat tulis,pendidikan,61000,4,False,Monday
beli snack kantor,makanan,40000,4,False,Monday
beli minuman kekinian,makanan,125000,4,False,Tuesday
beli reksa dana saham,investasi,12100000,4,False,Tuesday
beli es teh manis,makanan,14000,4,False,Tuesday
pesan ayam geprek,makanan,40000,4,False,Tuesday
bayar tagihan phone,tagihan,299000,4,False,Wednesday
pembayaran gaji karyawan,gaji,21243000,4,False,Wednesday
pesan ayam geprek,makanan,29000,4,False,Wednesday
bayar tagihan gas,tagihan,113000,4,False,Wednesday
main bowling,hiburan,168000,4,False,Thursday
makan di mcdonald,makanan,88000,4,False,Thursday
naik travel antar kota,transportasi,117000,4,False,Thursday
bayar tagihan phone,tagihan,335000,4,False,Thursday
penerimaan gaji pokok,gaji,15698000,4,False,Friday
pengeluaran mendadak,lainnya,173000,4,False,Friday
main bowling,hiburan,363000,4,False,Friday
makan soto ayam,makanan,135000,4,True,Saturday
bayar seminar online,pendidikan,607000,4,True,Saturday
beli peralatan sekolah,pendidikan,209000,4,True,Saturday
biaya pengelolaan apartemen,tempat_tinggal,4625000,4,True,Saturday
pembayaran gaji karyawan,gaji,20391000,4,True,Saturday
bayar fisioterapi,kesehatan,472000,4,True,Saturday
naik bus transjakarta,transportasi,28000,4,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,2527000,4,True,Saturday
pendapatan affiliate,freelance,1029000,4,True,Sunday
ganti oli motor,transportasi,64000,4,True,Sunday
bayar fisioterapi,kesehatan,259000,4,True,Sunday
perpanjang paket internet,tagihan,418000,4,False,Monday
perpanjang sewa kos,tempat_tinggal,1301000,4,False,Tuesday
gaji plus lembur,gaji,18120000,4,False,Tuesday
bayar ipl apartemen,tempat_tinggal,5096000,4,False,Wednesday
makan di kantin,makanan,39000,4,False,Wednesday
iuran kebersihan lingkungan,tempat_tinggal,47000,4,False,Thursday
beli aplikasi belajar,pendidikan,94000,4,False,Thursday
servis rutin motor,transportasi,182000,4,False,Thursday
pesan martabak,makanan,93000,4,False,Thursday
biaya pengelolaan apartemen,tempat_tinggal,3151000,4,False,Friday
bayar uang kebersihan,tempat_tinggal,116000,4,False,Friday
bayar kos bulanan,tempat_tinggal,2477000,4,False,Friday
bayar tagihan gas,tagihan,113000,4,False,Friday
pesan mie ayam,makanan,157000,4,False,Friday
keuntungan investasi saham,investasi,4181000,4,False,Friday
konsultasi gigi,kesehatan,550000,4,True,Saturday
bayar pulsa bulanan,tagihan,483000,4,True,Saturday
sewa kos bulanan,tempat_tinggal,1501000,4,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,5775000,4,True,Saturday
bayar sewa rumah,tempat_tinggal,2182000,4,True,Sunday
bayar deposit apartemen,tempat_tinggal,3955000,4,True,Sunday
bayar asuransi jiwa,tagihan,522000,4,True,Sunday
perpanjang sewa kos,tempat_tinggal,1269000,4,False,Monday
kontrol dokter spesialis,kesehatan,218000,4,False,Monday
bonus produksi,bonus,5427000,4,False,Monday
sewa kos bulanan,tempat_tinggal,1785000,4,False,Tuesday
perpanjang paket internet,tagihan,383000,4,False,Tuesday
bayar ukt semester,pendidikan,265000,4,False,Tuesday
biaya bensin mobil,transportasi,88000,4,False,Tuesday
makan di kfc,makanan,61000,4,False,Tuesday
nonton pertandingan bola,hiburan,134000,4,False,Wednesday
bonus tahunan masuk,bonus,5592000,4,False,Wednesday
proyek desain presentasi,freelance,1602000,4,False,Thursday
pengeluaran harian,lainnya,314000,4,False,Thursday
bayar langganan icloud,tagihan,54000,4,False,Friday
bayar parkir kantor,transportasi,19000,4,False,Friday
bayar sewa apartemen,tempat_tinggal,11440000,4,True,Saturday
makan di kantin,makanan,21000,4,True,Saturday
bayar uang kebersihan,tempat_tinggal,84000,4,True,Sunday
bayar tagihan phone,tagihan,360000,4,True,Sunday
bayar kontrakan,tempat_tinggal,3056000,4,True,Sunday
main game online,hiburan,216000,4,True,Sunday
bayar cicilan sewa tahunan,tempat_tinggal,3539000,4,True,Sunday
bayar bpjs ketenagakerjaan,tagihan,323000,4,True,Sunday
pesan pizza online,makanan,54000,5,False,Monday
uang sewa bulan ini,tempat_tinggal,2158000,5,False,Monday
bayar wifi rumah,tagihan,317000,5,False,Monday
biaya sewa studio,tempat_tinggal,1633000,5,False,Monday
beli es teh manis,makanan,10000,5,False,Tuesday
top up kartu etoll,transportasi,97000,5,False,Tuesday
fee proyek seo,freelance,12468000,5,False,Tuesday
sewa kos bulanan,tempat_tinggal,2099000,5,False,Tuesday
pesan shopeefood siang,makanan,84000,5,False,Tuesday
isi bensin motor,transportasi,168000,5,False,Wednesday
main game online,hiburan,89000,5,False,Wednesday
pesan grabfood,makanan,112000,5,False,Wednesday
bayar cicilan sewa tahunan,tempat_tinggal,3805000,5,False,Wednesday
simpan untuk keperluan mendesak,tabungan,1392000,5,False,Wednesday
ongkos naik ojek,transportasi,129000,5,False,Wednesday
beli cilok,makanan,94000,5,False,Thursday
beli produk rumahan,lainnya,90000,5,False,Thursday
bayar premi asuransi,tagihan,386000,5,False,Thursday
beli bubur pagi,makanan,25000,5,False,Thursday
beli alat tensi,kesehatan,572000,5,False,Thursday
beli kartu krl,transportasi,183000,5,False,Thursday
bonus tahunan masuk,bonus,3901000,5,False,Friday
beli roti pagi,makanan,20000,5,False,Friday
makan di resto jepang,makanan,49000,5,False,Friday
makan berdua di cafe,makanan,133000,5,False,Friday
bayar bpjs ketenagakerjaan,tagihan,251000,5,False,Friday
bayar kos bulanan,tempat_tinggal,1589000,5,True,Saturday
beli tiket pertandingan,hiburan,565000,5,True,Saturday
investasi reksa dana pasar uang,investasi,1844000,5,True,Saturday
bayar paket data,tagihan,57000,5,True,Saturday
beli perlengkapan ibadah,lainnya,139000,5,True,Sunday
belanja kebutuhan dapur,lainnya,267000,5,True,Sunday
makan malam di restoran,makanan,75000,5,False,Monday
makan berdua di cafe,makanan,29000,5,False,Monday
iuran rt bulanan,tempat_tinggal,87000,5,False,Monday
naik bus transjakarta,transportasi,23000,5,False,Monday
pesan ayam geprek,makanan,48000,5,False,Tuesday
bayar tagihan gas,tagihan,70000,5,False,Tuesday
beli voucher game,hiburan,120000,5,False,Tuesday
deposit awal sewa,tempat_tinggal,10471000,5,False,Tuesday
servis ac mobil,transportasi,260000,5,False,Wednesday
iuran rt bulanan,tempat_tinggal,99000,5,False,Wednesday
perpanjang kontrak rumah,tempat_tinggal,3858000,5,False,Wednesday
main game online,hiburan,142000,5,False,Wednesday
beli alat tensi,kesehatan,235000,5,False,Wednesday
bayar kos minggu pertama,tempat_tinggal,1840000,5,False,Thursday
main bowling,hiburan,67000,5,False,Thursday
bayar ukt semester,pendidikan,221000,5,False,Friday
pendapatan nulis artikel,freelance,6452000,5,False,Friday
bayar tol,transportasi,33000,5,False,Friday
insentif bulanan,bonus,3407000,5,False,Friday
iuran kebersihan lingkungan,tempat_tinggal,94000,5,False,Friday
bayar kos bulanan,tempat_tinggal,1439000,5,True,Saturday
naik ojek online,transportasi,133000,5,True,Saturday
pesan shopeefood siang,makanan,68000,5,True,Saturday
langganan hbo max,hiburan,145000,5,True,Sunday
naik gojek pulang,transportasi,50000,5,True,Sunday
beli emas digital,investasi,2360000,5,True,Sunday
beli kamus,pendidikan,239000,5,True,Sunday
biaya pengelolaan apartemen,tempat_tinggal,7821000,5,False,Monday
bayar uang kebersihan,tempat_tinggal,95000,5,False,Monday
streaming disney,hiburan,41000,5,False,Monday
pesan ayam geprek,makanan,42000,5,False,Monday
bayar parkir kantor,transportasi,16000,5,False,Monday
top up emas antam digital,investasi,2122000,5,False,Monday
beli roti pagi,makanan,35000,5,False,Tuesday
bayar cicilan sewa tahunan,tempat_tinggal,1678000,5,False,Tuesday
isi saldo emoney,transportasi,85000,5,False,Tuesday
beli sabun dan sampo,lainnya,141000,5,False,Tuesday
beli bakso pinggir jalan,makanan,66000,5,False,Wednesday
makan di mcdonald,makanan,165000,5,False,Wednesday
bayar ipl apartemen,tempat_tinggal,3709000,5,False,Wednesday
isi bensin motor,transportasi,162000,5,False,Wednesday
ongkos naik ojek,transportasi,122000,5,False,Wednesday
keuntungan dari portofolio,investasi,1561000,5,False,Thursday
uang muka sewa kos,tempat_tinggal,1268000,5,False,Friday
bonus performance review,bonus,3263000,5,False,Friday
biaya sewa studio,tempat_tinggal,1189000,5,True,Saturday
bayar langganan icloud,tagihan,31000,5,True,Saturday
pesan nasi goreng online,makanan,29000,5,True,Sunday
beli reksa dana saham,investasi,3031000,5,True,Sunday
transaksi harian rutin,lainnya,220000,5,True,Sunday
pesan mie ayam,makanan,157000,5,True,Sunday
perpanjang sewa kos,tempat_tinggal,1745000,5,True,Sunday
nonton konser online,hiburan,722000,5,True,Sunday
beli tiket bus,transportasi,22000,5,False,Monday
bonus kinerja triwulan,gaji,7233000,5,False,Monday
bayar pulsa bulanan,tagihan,605000,5,False,Monday
pesan shopeefood siang,makanan,108000,5,False,Monday
pesan martabak,makanan,165000,5,False,Monday
naik gojek pulang,transportasi,21000,5,False,Tuesday
bayar les matematika,pendidikan,495000,5,False,Tuesday
main bowling,hiburan,260000,5,False,Tuesday
bayar cicilan hp,tagihan,396000,5,False,Tuesday
beli roti pagi,makanan,24000,5,False,Tuesday
bayar bpjs kesehatan,tagihan,246000,5,False,Tuesday
perpanjang sewa kos,tempat_tinggal,2534000,5,False,Wednesday
langganan hbo max,hiburan,151000,5,False,Wednesday
pesan dim sum,makanan,52000,5,False,Wednesday
pengeluaran harian,lainnya,113000,5,False,Wednesday
bayar fisioterapi,kesehatan,295000,5,False,Thursday
pesan nasi goreng online,makanan,36000,5,False,Thursday
beli peralatan kebersihan,lainnya,172000,5,False,Thursday
beli es teh manis,makanan,26000,5,False,Friday
nonton pertandingan bola,hiburan,139000,5,False,Friday
bayar bpjs kesehatan,tagihan,336000,5,False,Friday
sewa ps sehari,hiburan,83000,5,True,Saturday
iuran rt bulanan,tempat_tinggal,149000,5,True,Saturday
bayar kos minggu pertama,tempat_tinggal,1589000,5,True,Saturday
uang sewa bulan ini,tempat_tinggal,3279000,5,True,Sunday
beli bakso pinggir jalan,makanan,77000,5,True,Sunday
beli minuman kekinian,makanan,151000,5,True,Sunday
beli tiket kereta,transportasi,459000,5,True,Sunday
beli kopi pagi,makanan,49000,5,True,Sunday
kontrol dokter spesialis,kesehatan,345000,5,True,Sunday
beli peralatan sekolah,pendidikan,243000,5,False,Monday
naik krl commuter line,transportasi,81000,5,False,Tuesday
beli emas digital,investasi,2401000,5,False,Tuesday
bayar deposit apartemen,tempat_tinggal,8800000,5,False,Tuesday
main game online,hiburan,218000,5,False,Wednesday
naik gojek pulang,transportasi,21000,5,False,Wednesday
iuran rt bulanan,tempat_tinggal,140000,5,False,Wednesday
bayar sewa rumah,tempat_tinggal,2238000,5,False,Wednesday
beli kamus,pendidikan,380000,5,False,Wednesday
perpanjang paket internet,tagihan,344000,6,False,Thursday
sewa kos bulanan,tempat_tinggal,820000,6,False,Thursday
uang sewa bulan ini,tempat_tinggal,1991000,6,False,Thursday
bayar tagihan air,tagihan,88000,6,False,Friday
biaya sewa studio,tempat_tinggal,1521000,6,False,Friday
beli hadiah teman,lainnya,119000,6,False,Friday
piknik di taman,hiburan,223000,6,True,Saturday
streaming disney,hiburan,90000,6,True,Saturday
pesan dim sum,makanan,112000,6,True,Saturday
pesan martabak,makanan,87000,6,True,Saturday
beli bakso pinggir jalan,makanan,179000,6,True,Sunday
proyek desain presentasi,freelance,5500000,6,True,Sunday
pesan pizza online,makanan,100000,6,True,Sunday
pesan dim sum,makanan,103000,6,True,Sunday
bayar paket data,tagihan,133000,6,True,Sunday
bayar tagihan air,tagihan,90000,6,False,Monday
penerimaan gaji pokok,gaji,13160000,6,False,Monday
naik ojek online,transportasi,197000,6,False,Monday
pesan burger online,makanan,38000,6,False,Monday
uang sewa bulan ini,tempat_tinggal,4180000,6,False,Tuesday
konsultasi ke dokter umum,kesehatan,343000,6,False,Tuesday
bayaran jasa foto produk,freelance,5286000,6,False,Tuesday
nonton bioskop bareng,hiburan,138000,6,False,Tuesday
beli keperluan dapur,lainnya,208000,6,False,Wednesday
bayar sewa rumah,tempat_tinggal,1789000,6,False,Wednesday
beli voucher game,hiburan,215000,6,False,Wednesday
bayar ipl apartemen,tempat_tinggal,5592000,6,False,Wednesday
bayar parkir kantor,transportasi,22000,6,False,Thursday
pengeluaran harian,lainnya,258000,6,False,Thursday
pesan dim sum,makanan,66000,6,False,Thursday
sewa kos bulanan,tempat_tinggal,1894000,6,False,Friday
bayaran proyek data entry,freelance,652000,6,False,Friday
naik taksi online,transportasi,150000,6,False,Friday
bayar kos minggu pertama,tempat_tinggal,705000,6,False,Friday
menabung untuk beli rumah,tabungan,1943000,6,True,Saturday
beli modul belajar,pendidikan,261000,6,True,Saturday
bonus kinerja bagus,bonus,3416000,6,True,Sunday
bayar premi asuransi,tagihan,730000,6,True,Sunday
bayar tagihan listrik,tagihan,290000,6,True,Sunday
bayar cicilan sewa tahunan,tempat_tinggal,1986000,6,True,Sunday
bayar paket data,tagihan,95000,6,True,Sunday
bayar kursus online,pendidikan,697000,6,True,Sunday
perpanjang sewa kos,tempat_tinggal,2773000,6,False,Monday
bayar cicilan sewa tahunan,tempat_tinggal,2164000,6,False,Monday
bayar parkir kantor,transportasi,5000,6,False,Tuesday
makan di warung padang,makanan,70000,6,False,Tuesday
bonus proyek selesai,bonus,1997000,6,False,Wednesday
top up kartu etoll,transportasi,25000,6,False,Wednesday
main futsal,hiburan,80000,6,False,Thursday
biaya sewa studio,tempat_tinggal,1345000,6,False,Thursday
perpanjang kontrak rumah,tempat_tinggal,6050000,6,False,Thursday
sewa buku di perpus,hiburan,195000,6,False,Friday
beli kamus,pendidikan,261000,6,False,Friday
makan malam di restoran,makanan,165000,6,False,Friday
beli aplikasi belajar,pendidikan,72000,6,False,Friday
naik krl commuter line,transportasi,77000,6,False,Friday
slip gaji diterima,gaji,8769000,6,True,Saturday
bayar uang kebersihan,tempat_tinggal,35000,6,True,Saturday
sewa ps sehari,hiburan,140000,6,True,Saturday
penerimaan upah kerja,gaji,16171000,6,True,Sunday
top up kartu etoll,transportasi,47000,6,True,Sunday
bayar tol,transportasi,39000,6,True,Sunday
bayar kos minggu pertama,tempat_tinggal,1130000,6,False,Monday
return pp lending,investasi,3935000,6,False,Monday
bayar kursus bahasa inggris,pendidikan,536000,6,False,Monday
piknik di taman,hiburan,248000,6,False,Monday
bayar bpjs kesehatan,tagihan,263000,6,False,Tuesday
bayar asuransi jiwa,tagihan,448000,6,False,Tuesday
bayar paket data,tagihan,66000,6,False,Wednesday
pesan gofood malam,makanan,65000,6,False,Thursday
pesan burger online,makanan,134000,6,False,Thursday
perpanjang sewa kos,tempat_tinggal,1927000,6,False,Thursday
beli gorengan sore,makanan,14000,6,False,Thursday
bayar ukt semester,pendidikan,354000,6,False,Thursday
bayar kos minggu pertama,tempat_tinggal,1167000,6,False,Friday
naik krl commuter line,transportasi,109000,6,False,Friday
makan di food court,makanan,60000,6,False,Friday
thr lebaran diterima,bonus,17513000,6,False,Friday
nabung rutin mingguan,tabungan,1418000,6,False,Friday
beli gorengan sore,makanan,15000,6,True,Saturday
uang sewa bulan ini,tempat_tinggal,3585000,6,True,Saturday
bayar langganan icloud,tagihan,61000,6,True,Saturday
pesan pizza online,makanan,98000,6,True,Sunday
beli snack kantor,makanan,53000,6,True,Sunday
beli voucher game,hiburan,209000,6,True,Sunday
uang muka sewa kos,tempat_tinggal,1289000,6,True,Sunday
bayar sewa apartemen,tempat_tinggal,2828000,6,True,Sunday
biaya sewa studio,tempat_tinggal,809000,6,True,Sunday
belanja online,lainnya,234000,6,True,Sunday
sewa buku di perpus,hiburan,81000,6,True,Sunday
bayar parkir mall,transportasi,15000,6,True,Sunday
pesan martabak,makanan,119000,6,False,Monday
fee konsultasi bisnis,freelance,6406000,6,False,Monday
transfer gaji dari hrd,gaji,13497000,6,False,Tuesday
bayar deposit apartemen,tempat_tinggal,6613000,6,False,Tuesday
bayar deposit apartemen,tempat_tinggal,9680000,6,False,Tuesday
naik angkot ke pasar,transportasi,6000,6,False,Tuesday
bayar ujian sertifikasi,pendidikan,231000,6,False,Wednesday
pengeluaran harian,lainnya,129000,6,False,Wednesday
investasi reksa dana pasar uang,investasi,3714000,6,False,Wednesday
bayar sewa rumah,tempat_tinggal,5637000,6,False,Wednesday
sarapan nasi uduk,makanan,109000,6,False,Wednesday
bayar sewa apartemen,tempat_tinggal,8360000,6,False,Wednesday
tabungan masa depan,tabungan,1099000,6,False,Thursday
bayar sewa rumah,tempat_tinggal,6050000,6,False,Thursday
bayar les privat,pendidikan,578000,6,False,Thursday
ganti oli motor,transportasi,203000,6,False,Thursday
bayar les privat,pendidikan,578000,6,False,Thursday
main escape room,hiburan,89000,6,False,Friday
main bowling,hiburan,162000,6,False,Friday
bayar cicilan sewa tahunan,tempat_tinggal,1967000,7,True,Saturday
bayar ipl apartemen,tempat_tinggal,7340000,7,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,3053000,7,True,Saturday
bayar sewa rumah,tempat_tinggal,5324000,7,True,Saturday
bayar premi asuransi,tagihan,1047000,7,True,Saturday
bayar kartu kredit,tagihan,479000,7,True,Sunday
sarapan nasi uduk,makanan,132000,7,True,Sunday
pesan nasi goreng online,makanan,26000,7,True,Sunday
jasa pengelolaan media sosial,freelance,4037000,7,True,Sunday
makan di warteg,makanan,157000,7,True,Sunday
bayar kontrakan,tempat_tinggal,3944000,7,False,Monday
bayar ipl apartemen,tempat_tinggal,5956000,7,False,Monday
bayar premium spotify,tagihan,307000,7,False,Monday
beli jajanan pasar,makanan,40000,7,False,Tuesday
beli tiket bus,transportasi,11000,7,False,Tuesday
iuran rt bulanan,tempat_tinggal,173000,7,False,Tuesday
beli roti pagi,makanan,10000,7,False,Wednesday
bayar seminar online,pendidikan,356000,7,False,Thursday
makan bareng keluarga,makanan,362000,7,False,Thursday
naik angkot ke pasar,transportasi,8000,7,False,Friday
bayar kos bulanan,tempat_tinggal,1865000,7,False,Friday
belanja kebutuhan dapur,lainnya,282000,7,True,Saturday
beli roti pagi,makanan,20000,7,True,Saturday
iuran rt bulanan,tempat_tinggal,165000,7,True,Saturday
bayar kontrakan,tempat_tinggal,1834000,7,True,Saturday
bayar uang kebersihan,tempat_tinggal,104000,7,True,Sunday
proyek animasi klien,freelance,5287000,7,False,Monday
pesan mie ayam,makanan,130000,7,False,Tuesday
sewa kos bulanan,tempat_tinggal,2165000,7,False,Tuesday
gaji plus lembur,gaji,10460000,7,False,Wednesday
uang muka sewa kos,tempat_tinggal,1989000,7,False,Wednesday
gaji plus tunjangan,gaji,7586000,7,False,Thursday
beli jajanan pasar,makanan,110000,7,False,Thursday
beli peralatan sekolah,pendidikan,239000,7,False,Friday
bayar deposit apartemen,tempat_tinggal,7101000,7,False,Friday
transfer gaji dari hrd,gaji,19315000,7,False,Friday
beli snack kantor,makanan,36000,7,True,Saturday
top up tabungan emas,investasi,1719000,7,False,Monday
bayaran proyek data entry,freelance,510000,7,False,Monday
tagihan pln bulan ini,tagihan,228000,7,False,Monday
menabung rutin bulanan,tabungan,2546000,7,False,Monday
bayar tol,transportasi,86000,7,False,Monday
main game online,hiburan,140000,7,False,Tuesday
beli roti pagi,makanan,20000,7,False,Tuesday
bonus akhir tahun,bonus,2001000,7,False,Wednesday
beli alat tulis,pendidikan,111000,7,False,Wednesday
streaming disney,hiburan,101000,7,False,Wednesday
pesan burger online,makanan,182000,7,False,Thursday
bayar kos minggu pertama,tempat_tinggal,1161000,7,False,Thursday
bayar tagihan listrik,tagihan,397000,7,False,Thursday
bayar mcu tahunan,kesehatan,348000,7,False,Thursday
jasa pembuatan aplikasi,freelance,7704000,7,False,Friday
beli snack kantor,makanan,39000,7,True,Saturday
bayar kursus desain,pendidikan,608000,7,True,Saturday
naik gojek pulang,transportasi,52000,7,True,Saturday
beli jajanan pasar,makanan,157000,7,True,Saturday
beli tiket konser,hiburan,435000,7,True,Sunday
belanja online,lainnya,272000,7,True,Sunday
perpanjang sewa kos,tempat_tinggal,2635000,7,True,Sunday
beli tiket konser,hiburan,696000,7,True,Sunday
sewa ps sehari,hiburan,187000,7,True,Sunday
bayar parkir inap,transportasi,25000,7,False,Monday
biaya pengelolaan apartemen,tempat_tinggal,4091000,7,False,Monday
sarapan di warung,makanan,101000,7,False,Monday
perpanjang paket internet,tagihan,165000,7,False,Monday
beli minuman kekinian,makanan,129000,7,False,Tuesday
bayar cicilan sewa tahunan,tempat_tinggal,1838000,7,False,Tuesday
naik taksi online,transportasi,206000,7,False,Tuesday
bayar kontrakan,tempat_tinggal,2530000,7,False,Wednesday
iuran kebersihan lingkungan,tempat_tinggal,85000,7,False,Thursday
beli buku pelajaran,pendidikan,165000,7,False,Thursday
pesan mie ayam,makanan,81000,7,False,Friday
makan di kfc,makanan,97000,7,True,Saturday
naik grab ke kantor,transportasi,11000,7,True,Saturday
naik mrt jakarta,transportasi,188000,7,True,Sunday
bayar premi asuransi,tagihan,900000,7,True,Sunday
bayar rawat jalan,kesehatan,652000,7,True,Sunday
deposit awal sewa,tempat_tinggal,4507000,7,False,Monday
bayar kos minggu pertama,tempat_tinggal,2612000,7,False,Monday
bonus akhir tahun,bonus,2072000,7,False,Monday
bayar kos bulanan,tempat_tinggal,1040000,7,False,Monday
beli peralatan sekolah,pendidikan,364000,8,False,Tuesday
transfer ke rekening tabungan,tabungan,2217000,8,False,Tuesday
piknik di taman,hiburan,162000,8,False,Wednesday
beli tiket bus,transportasi,19000,8,False,Wednesday
liburan akhir pekan,hiburan,620000,8,False,Wednesday
cicilan investasi bulanan,investasi,4357000,8,False,Wednesday
bayar kontrakan,tempat_tinggal,4204000,8,False,Wednesday
bayar asuransi jiwa,tagihan,711000,8,False,Thursday
beli tiket festival,hiburan,199000,8,False,Friday
bayar ukt semester,pendidikan,523000,8,False,Friday
pesan shopeefood siang,makanan,118000,8,False,Friday
investasi reksa dana pasar uang,investasi,1748000,8,False,Friday
makan bareng keluarga,makanan,316000,8,False,Friday
makan di kantin,makanan,46000,8,True,Saturday
beli minuman kekinian,makanan,60000,8,True,Saturday
pendapatan proyek konten,freelance,1447000,8,True,Saturday
beli hadiah teman,lainnya,218000,8,True,Saturday
bayar les privat,pendidikan,385000,8,True,Saturday
kontrol dokter spesialis,kesehatan,194000,8,True,Sunday
transfer payroll kantor,gaji,18824000,8,True,Sunday
beli kamus,pendidikan,660000,8,True,Sunday
makan siang bareng teman,makanan,103000,8,True,Sunday
bayar tagihan phone,tagihan,211000,8,True,Sunday
naik travel antar kota,transportasi,61000,8,False,Monday
biaya pengelolaan apartemen,tempat_tinggal,5793000,8,False,Monday
bayar kos minggu pertama,tempat_tinggal,3336000,8,False,Monday
iuran rt bulanan,tempat_tinggal,126000,8,False,Monday
uang muka sewa kos,tempat_tinggal,1648000,8,False,Monday
beli skin game,hiburan,121000,8,False,Monday
makan berdua di cafe,makanan,62000,8,False,Tuesday
sewa kos bulanan,tempat_tinggal,2534000,8,False,Tuesday
uang sewa bulan ini,tempat_tinggal,3615000,8,False,Wednesday
bayar kos minggu pertama,tempat_tinggal,845000,8,False,Wednesday
tes laboratorium,kesehatan,660000,8,False,Wednesday
bonus kinerja bagus,bonus,3616000,8,False,Thursday
main game online,hiburan,186000,8,False,Thursday
beli snack kantor,makanan,19000,8,False,Thursday
makan malam di restoran,makanan,84000,8,False,Thursday
naik angkot ke pasar,transportasi,9000,8,False,Friday
perpanjang paket internet,tagihan,370000,8,False,Friday
iuran rt bulanan,tempat_tinggal,165000,8,False,Friday
pendapatan kursus online,freelance,2940000,8,True,Saturday
main bowling,hiburan,156000,8,True,Saturday
bayar les privat,pendidikan,261000,8,True,Saturday
ganti oli motor,transportasi,198000,8,True,Saturday
beli kebutuhan pribadi,lainnya,126000,8,True,Saturday
bayar kontrakan,tempat_tinggal,5720000,8,True,Saturday
bayar cicilan sewa tahunan,tempat_tinggal,2238000,8,True,Saturday
makan di warung padang,makanan,173000,8,True,Saturday
beli reksa dana saham,investasi,6924000,8,True,Sunday
gaji plus lembur,gaji,13941000,8,True,Sunday
langganan hbo max,hiburan,110000,8,False,Monday
bayar deposit apartemen,tempat_tinggal,5279000,8,False,Monday
thr lebaran diterima,bonus,9988000,8,False,Monday
beli cilok,makanan,94000,8,False,Tuesday
bayar tagihan phone,tagihan,227000,8,False,Tuesday
langganan youtube premium,hiburan,170000,8,False,Tuesday
servis rutin motor,transportasi,593000,8,False,Tuesday
ongkos naik ojek,transportasi,53000,8,False,Tuesday
beli es teh manis,makanan,16000,8,False,Tuesday
bayar paket data,tagihan,64000,8,False,Wednesday
beli deterjen,lainnya,111000,8,False,Wednesday
ganti oli motor,transportasi,67000,8,False,Wednesday
bayar cicilan motor,tagihan,148000,8,False,Wednesday
bayar ipl apartemen,tempat_tinggal,4158000,8,False,Wednesday
jasa edit video,freelance,3345000,8,False,Wednesday
karaoke bareng teman,hiburan,484000,8,False,Wednesday
pesan dim sum,makanan,85000,8,False,Thursday
bayar tagihan phone,tagihan,292000,8,False,Thursday
bayar kontrakan,tempat_tinggal,3228000,8,False,Friday
beli cilok,makanan,100000,8,False,Friday
bayar tagihan listrik,tagihan,373000,8,True,Saturday
makan di kantin,makanan,19000,8,True,Saturday
naik ojek online,transportasi,181000,8,True,Saturday
bayar sewa rumah,tempat_tinggal,6050000,8,True,Sunday
isi saldo emoney,transportasi,58000,8,True,Sunday
naik angkot ke pasar,transportasi,7000,8,True,Sunday
sarapan nasi uduk,makanan,97000,8,True,Sunday
belanja online,lainnya,132000,8,False,Monday
tagihan provider bulan ini,tagihan,185000,8,False,Tuesday
bayar parkir inap,transportasi,14000,8,False,Tuesday
beli masker kesehatan,kesehatan,550000,8,False,Tuesday
top up kartu etoll,transportasi,74000,8,False,Tuesday
beli keperluan dapur,lainnya,201000,8,False,Tuesday
top up kartu etoll,transportasi,73000,8,False,Wednesday
beli tiket konser,hiburan,1079000,8,False,Wednesday
beli nasi padang,makanan,87000,8,False,Wednesday
