transaction_id,user_id,date,transaction_type,category,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,year,amount_idr
T1694,U091,2022-10-01,expense,tabungan,kartu,balikpapan,menabung rutin bulanan,2022-10,10,Saturday,True,2022,2432000
T10726,U009,2022-10-01,expense,makanan,bank_transfer,makassar,makan malam di restoran,2022-10,10,Saturday,True,2022,130000
T8169,U139,2022-10-01,expense,makanan,tunai,yogyakarta,makan soto ayam,2022-10,10,Saturday,True,2022,104000
T7605,U132,2022-10-01,expense,hiburan,qris,denpasar,nonton bioskop bareng,2022-10,10,Saturday,True,2022,189000
T13742,U022,2022-10-01,expense,tagihan,kartu,yogyakarta,bayar tagihan gas,2022-10,10,Saturday,True,2022,45000
T10153,U126,2022-10-01,expense,makanan,tunai,denpasar,makan bareng keluarga,2022-10,10,Saturday,True,2022,378000
T1480,U046,2022-10-02,expense,hiburan,qris,unknown,piknik di taman,2022-10,10,Sunday,True,2022,181000
T8290,U071,2022-10-02,expense,makanan,kartu,medan,makan berdua di cafe,2022-10,10,Sunday,True,2022,60000
T8707,U068,2022-10-03,income,investasi,ewallet,jakarta,top up emas Antam digital,2022-10,10,Monday,False,2022,1243000
T9558,U014,2022-10-03,income,freelance,bank_transfer,makassar,jasa pembuatan aplikasi,2022-10,10,Monday,False,2022,4763000
T11584,U144,2022-10-03,expense,makanan,kartu,denpasar,sarapan nasi uduk,2022-10,10,Monday,False,2022,150000
T6285,U044,2022-10-03,expense,tabungan,kartu,surabaya,simpan untuk keperluan mendesak,2022-10,10,Monday,False,2022,1756000
T11436,U080,2022-10-03,income,investasi,bank_transfer,yogyakarta,keuntungan dari portofolio,2022-10,10,Monday,False,2022,4656000
T7089,U126,2022-10-03,expense,transportasi,bank_transfer,semarang,servis AC mobil,2022-10,10,Monday,False,2022,279000
T2187,U027,2022-10-03,income,investasi,bank_transfer,surabaya,top up investasi crypto,2022-10,10,Monday,False,2022,2931000
T11738,U096,2022-10-03,expense,makanan,kartu,medan,beli snack kantor,2022-10,10,Monday,False,2022,19000
T1023,U090,2022-10-04,expense,transportasi,qris,bandung,ganti ban motor,2022-10,10,Tuesday,False,2022,383000
T1541,U043,2022-10-04,expense,makanan,bank_transfer,surabaya,pesan mie ayam,2022-10,10,Tuesday,False,2022,136000
T10603,U024,2022-10-04,expense,hiburan,kartu,surabaya,sewa buku di perpus,2022-10,10,Tuesday,False,2022,161000
T11963,U082,2022-10-04,expense,transportasi,bank_transfer,makassar,naik ojek online,2022-10,10,Tuesday,False,2022,36000
T7632,U130,2022-10-04,expense,tempat_tinggal,bank_transfer,balikpapan,perpanjang kontrak rumah,2022-10,10,Tuesday,False,2022,4065000
T5812,U053,2022-10-05,expense,transportasi,qris,jakarta,ganti ban motor,2022-10,10,Wednesday,False,2022,488000
T6631,U052,2022-10-05,expense,pendidikan,qris,bandung,beli laptop pelajar,2022-10,10,Wednesday,False,2022,9720000
T4202,U019,2022-10-05,expense,tagihan,bank_transfer,makassar,tagihan PLN bulan ini,2022-10,10,Wednesday,False,2022,450000
T13527,U149,2022-10-05,expense,pendidikan,tunai,jakarta,beli modul belajar,2022-10,10,Wednesday,False,2022,245000
T2707,U014,2022-10-06,expense,lainnya,qris,denpasar,belanja mingguan,2022-10,10,Thursday,False,2022,265000
T1500,U128,2022-10-06,income,lainnya,qris,semarang,beli produk rumahan,2022-10,10,Thursday,False,2022,271000
T2698,U038,2022-10-06,expense,kesehatan,kartu,yogyakarta,bayar fisioterapi,2022-10,10,Thursday,False,2022,150000
T9168,U110,2022-10-07,expense,tempat_tinggal,kartu,medan,bayar uang kebersihan,2022-10,10,Friday,False,2022,78000
T2897,U122,2022-10-07,expense,tempat_tinggal,qris,makassar,iuran RT bulanan,2022-10,10,Friday,False,2022,82000
T13180,U074,2022-10-07,expense,tempat_tinggal,qris,unknown,perpanjang sewa kos,2022-10,10,Friday,False,2022,1524000
T2199,U114,2022-10-07,expense,pendidikan,qris,balikpapan,bayar workshop desain,2022-10,10,Friday,False,2022,365000
T12480,U011,2022-10-07,expense,tempat_tinggal,kartu,unknown,perpanjang kontrak rumah,2022-10,10,Friday,False,2022,2808000
T6444,U082,2022-10-08,expense,pendidikan,kartu,unknown,bayar kursus bahasa inggris,2022-10,10,Saturday,True,2022,661000
T7162,U079,2022-10-08,expense,transportasi,tunai,palembang,ganti oli motor,2022-10,10,Saturday,True,2022,120000
T2682,U001,2022-10-08,expense,lainnya,kartu,semarang,beli kebutuhan pribadi,2022-10,10,Saturday,True,2022,109000
T10140,U008,2022-10-08,expense,transportasi,kartu,balikpapan,bayar parkir kantor,2022-10,10,Saturday,True,2022,12000
T2849,U150,2022-10-10,income,investasi,bank_transfer,palembang,top up reksa dana campuran,2022-10,10,Monday,False,2022,3162000
T10025,U138,2022-10-10,expense,tempat_tinggal,ewallet,medan,bayar cicilan sewa tahunan,2022-10,10,Monday,False,2022,1592000
T5847,U083,2022-10-11,expense,makanan,kartu,bandung,beli minuman kekinian,2022-10,10,Tuesday,False,2022,119000
T11488,U060,2022-10-11,expense,pendidikan,tunai,bandung,bayar kursus desain,2022-10,10,Tuesday,False,2022,1094000
T3847,U134,2022-10-11,expense,tagihan,tunai,makassar,bayar cicilan HP,2022-10,10,Tuesday,False,2022,138000
T3693,U146,2022-10-12,expense,tagihan,qris,surabaya,bayar cicilan motor,2022-10,10,Wednesday,False,2022,242000
T12015,U051,2022-10-12,expense,transportasi,qris,jakarta,naik ojek online,2022-10,10,Wednesday,False,2022,226000
T0873,U110,2022-10-12,income,freelance,tunai,bandung,bayaran proyek data entry,2022-10,10,Wednesday,False,2022,410000
T5087,U004,2022-10-13,expense,transportasi,bank_transfer,palembang,beli kartu KRL,2022-10,10,Thursday,False,2022,80000
T6685,U069,2022-10-13,expense,tempat_tinggal,qris,unknown,bayar uang kebersihan,2022-10,10,Thursday,False,2022,82000
T2081,U033,2022-10-13,expense,tempat_tinggal,kartu,denpasar,perpanjang sewa kos,2022-10,10,Thursday,False,2022,2586000
T5145,U101,2022-10-13,income,lainnya,ewallet,yogyakarta,pengeluaran mendadak,2022-10,10,Thursday,False,2022,144000
T8916,U035,2022-10-13,expense,hiburan,kartu,jakarta,main game online,2022-10,10,Thursday,False,2022,116000
T10642,U064,2022-10-13,expense,makanan,kartu,palembang,pesan martabak,2022-10,10,Thursday,False,2022,138000
T8226,U007,2022-10-13,expense,transportasi,bank_transfer,unknown,isi saldo e-money,2022-10,10,Thursday,False,2022,210000
T10741,U018,2022-10-13,expense,tempat_tinggal,kartu,unknown,bayar IPL apartemen,2022-10,10,Thursday,False,2022,7766000
T6287,U003,2022-10-14,expense,tagihan,kartu,jakarta,bayar BPJS ketenagakerjaan,2022-10,10,Friday,False,2022,388000
T6058,U043,2022-10-14,expense,tempat_tinggal,kartu,bandung,bayar sewa rumah,2022-10,10,Friday,False,2022,2593000
T4928,U020,2022-10-14,expense,transportasi,qris,palembang,naik bus transjakarta,2022-10,10,Friday,False,2022,10000
T4144,U059,2022-10-14,expense,tempat_tinggal,kartu,bandung,bayar sewa apartemen,2022-10,10,Friday,False,2022,6794000
T1170,U076,2022-10-14,expense,hiburan,tunai,yogyakarta,langganan Spotify premium,2022-10,10,Friday,False,2022,47000
T9095,U044,2022-10-14,expense,tempat_tinggal,qris,medan,bayar kontrakan,2022-10,10,Friday,False,2022,4200000
T6431,U094,2022-10-15,expense,makanan,qris,semarang,beli gorengan sore,2022-10,10,Saturday,True,2022,12000
T4604,U056,2022-10-15,expense,makanan,bank_transfer,jakarta,pesan burger online,2022-10,10,Saturday,True,2022,62000
T7344,U069,2022-10-15,expense,transportasi,tunai,bandung,naik travel antar kota,2022-10,10,Saturday,True,2022,172000
T7152,U045,2022-10-15,expense,transportasi,qris,makassar,bayar parkir mall,2022-10,10,Saturday,True,2022,11000
T11034,U097,2022-10-16,expense,makanan,bank_transfer,semarang,makan di kfc,2022-10,10,Sunday,True,2022,50000
T7806,U057,2022-10-16,income,lainnya,bank_transfer,surabaya,transaksi harian rutin,2022-10,10,Sunday,True,2022,204000
T7869,U126,2022-10-17,expense,pendidikan,qris,denpasar,bayar kursus bahasa inggris,2022-10,10,Monday,False,2022,1890000
T4217,U150,2022-10-17,expense,makanan,kartu,makassar,pesan martabak,2022-10,10,Monday,False,2022,150000
T2129,U124,2022-10-17,income,freelance,bank_transfer,palembang,jasa penerjemah dokumen,2022-10,10,Monday,False,2022,6204000
T1329,U097,2022-10-17,expense,transportasi,kartu,medan,bayar parkir kantor,2022-10,10,Monday,False,2022,16000
T11258,U030,2022-10-18,expense,tagihan,kartu,denpasar,bayar kartu kredit,2022-10,10,Tuesday,False,2022,429000
T12775,U096,2022-10-18,expense,makanan,kartu,surabaya,beli snack kantor,2022-10,10,Tuesday,False,2022,49000
T3053,U119,2022-10-19,expense,tempat_tinggal,tunai,palembang,iuran kebersihan lingkungan,2022-10,10,Wednesday,False,2022,54000
T4493,U068,2022-10-19,expense,tagihan,bank_transfer,medan,bayar tagihan phone,2022-10,10,Wednesday,False,2022,525000
T4770,U098,2022-10-19,income,gaji,tunai,denpasar,gaji pokok bulanan,2022-10,10,Wednesday,False,2022,15887000
T4423,U092,2022-10-20,expense,makanan,kartu,surabaya,makan di food court,2022-10,10,Thursday,False,2022,116000
T5967,U127,2022-10-20,expense,makanan,tunai,surabaya,makan di food court,2022-10,10,Thursday,False,2022,124000
T13300,U072,2022-10-20,expense,makanan,tunai,palembang,sarapan di warung,2022-10,10,Thursday,False,2022,92000
T10905,U050,2022-10-21,income,investasi,bank_transfer,semarang,beli saham teknologi,2022-10,10,Friday,False,2022,7417000
T8031,U043,2022-10-21,expense,makanan,tunai,jakarta,beli bubur pagi,2022-10,10,Friday,False,2022,24000
T11580,U066,2022-10-21,expense,hiburan,bank_transfer,unknown,beli skin game,2022-10,10,Friday,False,2022,90000
T0464,U001,2022-10-22,expense,tempat_tinggal,tunai,balikpapan,bayar cicilan sewa tahunan,2022-10,10,Saturday,True,2022,1785000
T5540,U148,2022-10-22,expense,kesehatan,tunai,yogyakarta,konsultasi ke dokter umum,2022-10,10,Saturday,True,2022,327000
T10484,U030,2022-10-22,expense,transportasi,bank_transfer,yogyakarta,naik KRL commuter line,2022-10,10,Saturday,True,2022,140000
T13741,U067,2022-10-23,expense,tagihan,kartu,balikpapan,bayar langganan iCloud,2022-10,10,Sunday,True,2022,45000
T12010,U109,2022-10-23,expense,transportasi,qris,bandung,naik ojek online,2022-10,10,Sunday,True,2022,220000
T5800,U118,2022-10-23,expense,transportasi,qris,palembang,beli tiket bus,2022-10,10,Sunday,True,2022,14000
T3891,U092,2022-10-23,expense,hiburan,qris,unknown,beli tiket pertandingan,2022-10,10,Sunday,True,2022,377000
T1913,U113,2022-10-24,income,lainnya,tunai,surabaya,pengeluaran tak terduga,2022-10,10,Monday,False,2022,119000
T3569,U130,2022-10-24,expense,transportasi,tunai,denpasar,bayar parkir inap,2022-10,10,Monday,False,2022,18000
T6731,U062,2022-10-25,income,lainnya,kartu,jakarta,beli perlengkapan kamar,2022-10,10,Tuesday,False,2022,288000
T6620,U092,2022-10-25,expense,pendidikan,tunai,palembang,beli buku pelajaran,2022-10,10,Tuesday,False,2022,232000
T6434,U044,2022-10-25,expense,tempat_tinggal,kartu,unknown,bayar uang kebersihan,2022-10,10,Tuesday,False,2022,61000
T9070,U063,2022-10-25,income,investasi,qris,yogyakarta,profit dari reksa dana,2022-10,10,Tuesday,False,2022,2472000
T5932,U022,2022-10-25,expense,tempat_tinggal,tunai,semarang,sewa kos bulanan,2022-10,10,Tuesday,False,2022,858000
T2975,U030,2022-10-25,expense,makanan,kartu,semarang,makan di kfc,2022-10,10,Tuesday,False,2022,50000
T2143,U138,2022-10-26,expense,makanan,qris,semarang,makan di kfc,2022-10,10,Wednesday,False,2022,82000
T10203,U030,2022-10-26,expense,pendidikan,kartu,balikpapan,bayar kursus bahasa inggris,2022-10,10,Wednesday,False,2022,1199000
T13829,U073,2022-10-27,expense,transportasi,qris,yogyakarta,top up kartu e-toll,2022-10,10,Thursday,False,2022,54000
T2018,U074,2022-10-27,expense,makanan,kartu,bandung,makan di warung padang,2022-10,10,Thursday,False,2022,93000
T5537,U077,2022-10-27,expense,tagihan,qris,makassar,tagihan PLN bulan ini,2022-10,10,Thursday,False,2022,275000
T3492,U045,2022-10-27,expense,pendidikan,tunai,palembang,bayar kursus desain,2022-10,10,Thursday,False,2022,599000
T1336,U022,2022-10-28,expense,tabungan,tunai,palembang,menabung rutin bulanan,2022-10,10,Friday,False,2022,2000000
T5367,U011,2022-10-28,expense,pendidikan,ewallet,surabaya,bayar UKT semester,2022-10,10,Friday,False,2022,376000
T6800,U145,2022-10-29,expense,hiburan,tunai,balikpapan,beli skin game,2022-10,10,Saturday,True,2022,151000
T5177,U071,2022-10-29,expense,pendidikan,kartu,unknown,beli aplikasi belajar,2022-10,10,Saturday,True,2022,70000
T8559,U052,2022-10-29,expense,kesehatan,qris,medan,bayar rawat jalan,2022-10,10,Saturday,True,2022,355000
T9038,U148,2022-10-30,expense,kesehatan,bank_transfer,semarang,konsultasi psikolog,2022-10,10,Sunday,True,2022,630000
T2255,U116,2022-10-30,expense,makanan,kartu,surabaya,pesan gofood malam,2022-10,10,Sunday,True,2022,69000
T8753,U128,2022-10-31,expense,transportasi,qris,jakarta,naik gojek pulang,2022-10,10,Monday,False,2022,27000
T3749,U055,2022-10-31,expense,tagihan,bank_transfer,balikpapan,bayar langganan iCloud,2022-10,10,Monday,False,2022,50000
T10825,U074,2022-10-31,expense,makanan,kartu,medan,beli bakso pinggir jalan,2022-10,10,Monday,False,2022,74000
T6879,U071,2022-11-01,expense,makanan,qris,denpasar,pesan gofood malam,2022-11,11,Tuesday,False,2022,140000
T13270,U117,2022-11-01,expense,makanan,kartu,semarang,beli es teh manis,2022-11,11,Tuesday,False,2022,17000
T3420,U057,2022-11-02,expense,tempat_tinggal,tunai,denpasar,perpanjang kontrak rumah,2022-11,11,Wednesday,False,2022,5383000
T7470,U111,2022-11-02,income,investasi,bank_transfer,semarang,profit dari reksa dana,2022-11,11,Wednesday,False,2022,1550000
T4934,U022,2022-11-02,expense,makanan,tunai,denpasar,makan di warung padang,2022-11,11,Wednesday,False,2022,169000
T1727,U085,2022-11-02,expense,tagihan,kartu,bandung,bayar wifi rumah,2022-11,11,Wednesday,False,2022,337000
T12316,U113,2022-11-02,expense,transportasi,tunai,jakarta,isi bensin motor,2022-11,11,Wednesday,False,2022,206000
T8550,U028,2022-11-02,income,investasi,kartu,jakarta,top up reksa dana campuran,2022-11,11,Wednesday,False,2022,3686000
T10237,U076,2022-11-02,expense,makanan,qris,denpasar,pesan shopeefood siang,2022-11,11,Wednesday,False,2022,51000
T4711,U134,2022-11-03,expense,makanan,qris,makassar,pesan ayam geprek,2022-11,11,Thursday,False,2022,32000
T5314,U018,2022-11-03,income,bonus,qris,denpasar,bonus target tercapai,2022-11,11,Thursday,False,2022,2296000
T9471,U146,2022-11-03,expense,tempat_tinggal,tunai,makassar,bayar kos minggu pertama,2022-11,11,Thursday,False,2022,871000
T10757,U005,2022-11-03,expense,transportasi,qris,palembang,naik travel antar kota,2022-11,11,Thursday,False,2022,53000
T10271,U125,2022-11-03,expense,transportasi,kartu,surabaya,bayar parkir kantor,2022-11,11,Thursday,False,2022,30000
T2001,U078,2022-11-05,expense,makanan,tunai,balikpapan,beli cilok,2022-11,11,Saturday,True,2022,74000
T11169,U100,2022-11-05,expense,tempat_tinggal,kartu,jakarta,perpanjang kontrak rumah,2022-11,11,Saturday,True,2022,6825000
T8881,U090,2022-11-05,expense,tagihan,qris,bandung,bayar tagihan air,2022-11,11,Saturday,True,2022,80000
T1268,U141,2022-11-05,expense,transportasi,kartu,palembang,ganti ban motor,2022-11,11,Saturday,True,2022,143000
T9313,U084,2022-11-05,expense,transportasi,kartu,palembang,biaya bensin mobil,2022-11,11,Saturday,True,2022,106000
T2467,U093,2022-11-06,expense,hiburan,ewallet,makassar,nonton di bioskop XXI,2022-11,11,Sunday,True,2022,150000
T11334,U007,2022-11-06,expense,tempat_tinggal,tunai,makassar,uang muka sewa kos,2022-11,11,Sunday,True,2022,1406000
T13553,U069,2022-11-06,expense,tabungan,tunai,surabaya,transfer ke rekening tabungan,2022-11,11,Sunday,True,2022,1484000
T11380,U074,2022-11-06,expense,pendidikan,bank_transfer,balikpapan,beli peralatan sekolah,2022-11,11,Sunday,True,2022,215000
T7404,U117,2022-11-06,expense,tempat_tinggal,qris,yogyakarta,biaya pengelolaan apartemen,2022-11,11,Sunday,True,2022,6096000
T1236,U056,2022-11-06,expense,tempat_tinggal,kartu,makassar,bayar kos minggu pertama,2022-11,11,Sunday,True,2022,2339000
T8779,U040,2022-11-07,expense,tempat_tinggal,tunai,makassar,perpanjang sewa kos,2022-11,11,Monday,False,2022,2494000
T9331,U091,2022-11-07,expense,tempat_tinggal,kartu,palembang,biaya pengelolaan apartemen,2022-11,11,Monday,False,2022,4092000
T11454,U024,2022-11-08,expense,transportasi,qris,jakarta,isi bensin motor,2022-11,11,Tuesday,False,2022,141000
T7737,U046,2022-11-08,expense,hiburan,ewallet,palembang,beli topup game,2022-11,11,Tuesday,False,2022,86000
T9034,U023,2022-11-08,expense,tagihan,tunai,balikpapan,tagihan PLN bulan ini,2022-11,11,Tuesday,False,2022,352000
T7957,U147,2022-11-08,expense,makanan,qris,denpasar,makan di warung padang,2022-11,11,Tuesday,False,2022,71000
T3997,U014,2022-11-09,expense,tagihan,qris,unknown,bayar premi asuransi,2022-11,11,Wednesday,False,2022,394000
T0451,U059,2022-11-10,expense,kesehatan,bank_transfer,unknown,tes laboratorium,2022-11,11,Thursday,False,2022,331000
T7583,U119,2022-11-11,expense,transportasi,qris,denpasar,naik gojek pulang,2022-11,11,Friday,False,2022,34000
T4879,U033,2022-11-12,expense,transportasi,tunai,surabaya,beli tiket kereta,2022-11,11,Saturday,True,2022,322000
T3028,U113,2022-11-13,expense,makanan,kartu,jakarta,beli es teh manis,2022-11,11,Sunday,True,2022,13000
T13242,U031,2022-11-13,expense,pendidikan,kartu,bandung,bayar kursus coding,2022-11,11,Sunday,True,2022,829000
T6116,U051,2022-11-13,expense,makanan,qris,yogyakarta,makan di resto jepang,2022-11,11,Sunday,True,2022,57000
T9913,U096,2022-11-14,expense,tempat_tinggal,tunai,semarang,biaya keamanan komplek,2022-11,11,Monday,False,2022,3598000
T9653,U049,2022-11-14,expense,tagihan,bank_transfer,medan,bayar pulsa bulanan,2022-11,11,Monday,False,2022,437000
T0804,U108,2022-11-14,expense,tabungan,tunai,denpasar,transfer tabungan pendidikan anak,2022-11,11,Monday,False,2022,963000
T5025,U076,2022-11-14,income,lainnya,kartu,bandung,pengeluaran tak terduga,2022-11,11,Monday,False,2022,122000
T1258,U106,2022-11-14,expense,tempat_tinggal,ewallet,denpasar,biaya pengelolaan apartemen,2022-11,11,Monday,False,2022,3462000
T4046,U068,2022-11-14,expense,makanan,tunai,surabaya,beli snack kantor,2022-11,11,Monday,False,2022,27000
T13654,U081,2022-11-15,expense,tabungan,tunai,denpasar,menabung untuk beli rumah,2022-11,11,Tuesday,False,2022,2133000
T6195,U090,2022-11-15,expense,makanan,kartu,semarang,makan bareng keluarga,2022-11,11,Tuesday,False,2022,118000
T12244,U018,2022-11-15,expense,tempat_tinggal,qris,semarang,bayar cicilan sewa tahunan,2022-11,11,Tuesday,False,2022,1743000
T10365,U043,2022-11-15,expense,transportasi,kartu,semarang,isi bensin motor,2022-11,11,Tuesday,False,2022,123000
T10074,U011,2022-11-16,income,gaji,tunai,denpasar,slip gaji diterima,2022-11,11,Wednesday,False,2022,15743000
T0400,U022,2022-11-17,expense,tagihan,qris,unknown,perpanjang paket internet,2022-11,11,Thursday,False,2022,297000
T2058,U121,2022-11-17,expense,tabungan,tunai,denpasar,menabung untuk liburan,2022-11,11,Thursday,False,2022,566000
T9839,U002,2022-11-17,expense,pendidikan,kartu,unknown,beli buku impor,2022-11,11,Thursday,False,2022,197000
T5324,U112,2022-11-17,expense,hiburan,ewallet,denpasar,nonton konser online,2022-11,11,Thursday,False,2022,608000
T0597,U084,2022-11-18,expense,pendidikan,qris,jakarta,bayar ujian sertifikasi,2022-11,11,Friday,False,2022,337000
T12581,U023,2022-11-18,expense,transportasi,kartu,palembang,naik ojek online,2022-11,11,Friday,False,2022,189000
T4193,U145,2022-11-18,expense,tempat_tinggal,kartu,balikpapan,bayar deposit apartemen,2022-11,11,Friday,False,2022,9240000
T1783,U022,2022-11-19,expense,tagihan,tunai,yogyakarta,bayar premi asuransi,2022-11,11,Saturday,True,2022,326000
T13718,U038,2022-11-19,expense,tempat_tinggal,qris,surabaya,biaya sewa studio,2022-11,11,Saturday,True,2022,2092000
T13886,U041,2022-11-19,expense,transportasi,qris,semarang,isi bensin motor,2022-11,11,Saturday,True,2022,254000
T9291,U130,2022-11-19,expense,makanan,bank_transfer,denpasar,pesan grabfood,2022-11,11,Saturday,True,2022,66000
T3446,U036,2022-11-19,income,gaji,qris,makassar,transfer salary bulan ini,2022-11,11,Saturday,True,2022,15916000
T5371,U139,2022-11-20,expense,makanan,qris,semarang,makan di kantin,2022-11,11,Sunday,True,2022,42000
T8579,U007,2022-11-20,expense,hiburan,bank_transfer,medan,main escape room,2022-11,11,Sunday,True,2022,111000
T6898,U023,2022-11-20,expense,makanan,tunai,medan,makan di food court,2022-11,11,Sunday,True,2022,60000
T7005,U026,2022-11-20,expense,tempat_tinggal,bank_transfer,surabaya,bayar sewa apartemen,2022-11,11,Sunday,True,2022,8676000
T5846,U017,2022-11-21,expense,transportasi,bank_transfer,bandung,bayar parkir inap,2022-11,11,Monday,False,2022,20000
T12368,U031,2022-11-21,expense,transportasi,tunai,makassar,naik KRL commuter line,2022-11,11,Monday,False,2022,127000
T7491,U132,2022-11-22,expense,tempat_tinggal,qris,makassar,bayar kos minggu pertama,2022-11,11,Tuesday,False,2022,1715000
T0866,U050,2022-11-22,expense,hiburan,tunai,unknown,langganan Spotify premium,2022-11,11,Tuesday,False,2022,49000
T9253,U084,2022-11-22,expense,tagihan,qris,denpasar,bayar TV kabel,2022-11,11,Tuesday,False,2022,204000
T13633,U143,2022-11-22,expense,lainnya,bank_transfer,denpasar,beli hadiah teman,2022-11,11,Tuesday,False,2022,306000
T6122,U002,2022-11-23,expense,makanan,kartu,medan,makan di resto jepang,2022-11,11,Wednesday,False,2022,138000
T6060,U072,2022-11-24,expense,makanan,qris,unknown,beli minuman kekinian,2022-11,11,Thursday,False,2022,79000
T10473,U147,2022-11-24,expense,tagihan,tunai,yogyakarta,bayar BPJS kesehatan,2022-11,11,Thursday,False,2022,270000
T6093,U128,2022-11-25,expense,pendidikan,tunai,makassar,bayar kursus desain,2022-11,11,Friday,False,2022,446000
T9167,U131,2022-11-25,expense,tempat_tinggal,qris,denpasar,iuran RT bulanan,2022-11,11,Friday,False,2022,155000
T6021,U022,2022-11-25,income,investasi,kartu,medan,keuntungan dari portofolio,2022-11,11,Friday,False,2022,3366000
T3162,U115,2022-11-25,income,investasi,kartu,makassar,beli emas digital,2022-11,11,Friday,False,2022,1508000
T13929,U090,2022-11-26,expense,tempat_tinggal,bank_transfer,balikpapan,bayar cicilan sewa tahunan,2022-11,11,Saturday,True,2022,4346000
T4280,U066,2022-11-26,expense,tagihan,tunai,bandung,bayar tagihan air,2022-11,11,Saturday,True,2022,87000
T6921,U017,2022-11-26,expense,makanan,kartu,medan,makan di kfc,2022-11,11,Saturday,True,2022,72000
T9298,U069,2022-11-27,income,gaji,kartu,palembang,penerimaan gaji pokok,2022-11,11,Sunday,True,2022,7228000
T13100,U008,2022-11-27,income,bonus,kartu,denpasar,bonus performance review,2022-11,11,Sunday,True,2022,3433000
T11350,U111,2022-11-27,expense,tagihan,kartu,palembang,bayar tagihan phone,2022-11,11,Sunday,True,2022,242000
T12030,U047,2022-11-27,expense,tempat_tinggal,bank_transfer,balikpapan,iuran RT bulanan,2022-11,11,Sunday,True,2022,126000
T1928,U058,2022-11-27,expense,tagihan,kartu,yogyakarta,bayar langganan iCloud,2022-11,11,Sunday,True,2022,28000
T8187,U069,2022-11-28,expense,makanan,bank_transfer,surabaya,makan di kfc,2022-11,11,Monday,False,2022,60000
T11589,U030,2022-11-28,expense,transportasi,qris,denpasar,top up kartu e-toll,2022-11,11,Monday,False,2022,77000
T2047,U126,2022-11-28,income,gaji,tunai,unknown,penerimaan upah kerja,2022-11,11,Monday,False,2022,10139000
T10725,U134,2022-11-29,expense,pendidikan,kartu,yogyakarta,bayar kursus bahasa inggris,2022-11,11,Tuesday,False,2022,433000
T0296,U124,2022-11-29,expense,hiburan,tunai,surabaya,nonton konser online,2022-11,11,Tuesday,False,2022,1155000
T8109,U145,2022-11-29,expense,tempat_tinggal,tunai,palembang,bayar cicilan sewa tahunan,2022-11,11,Tuesday,False,2022,3780000
T12963,U104,2022-11-30,income,investasi,bank_transfer,makassar,keuntungan dari portofolio,2022-11,11,Wednesday,False,2022,1517000
T10922,U082,2022-12-01,expense,tagihan,tunai,surabaya,bayar pulsa bulanan,2022-12,12,Thursday,False,2022,419000
T13813,U081,2022-12-01,expense,tempat_tinggal,qris,surabaya,deposit awal sewa,2022-12,12,Thursday,False,2022,5667000
T3073,U007,2022-12-01,expense,makanan,bank_transfer,bandung,pesan burger online,2022-12,12,Thursday,False,2022,101000
T5241,U129,2022-12-01,expense,kesehatan,kartu,surabaya,bayar imunisasi,2022-12,12,Thursday,False,2022,390000
T0763,U072,2022-12-01,expense,hiburan,kartu,balikpapan,main escape room,2022-12,12,Thursday,False,2022,174000
T2454,U138,2022-12-02,expense,transportasi,tunai,semarang,beli kartu KRL,2022-12,12,Friday,False,2022,79000
T4597,U032,2022-12-02,expense,tempat_tinggal,qris,surabaya,bayar kontrakan,2022-12,12,Friday,False,2022,2191000
T7141,U071,2022-12-02,expense,transportasi,kartu,medan,naik angkot ke pasar,2022-12,12,Friday,False,2022,7000
T13653,U004,2022-12-03,expense,tagihan,ewallet,jakarta,bayar BPJS kesehatan,2022-12,12,Saturday,True,2022,269000
T7319,U022,2022-12-03,expense,tempat_tinggal,ewallet,balikpapan,bayar sewa apartemen,2022-12,12,Saturday,True,2022,5622000
T9793,U084,2022-12-04,income,lainnya,bank_transfer,bandung,beli produk rumahan,2022-12,12,Sunday,True,2022,132000
T8637,U083,2022-12-04,expense,makanan,qris,medan,makan di resto jepang,2022-12,12,Sunday,True,2022,114000
T1018,U150,2022-12-04,expense,transportasi,bank_transfer,surabaya,servis rutin motor,2022-12,12,Sunday,True,2022,924000
T11257,U020,2022-12-05,expense,hiburan,kartu,jakarta,nonton pertandingan bola,2022-12,12,Monday,False,2022,298000
T1540,U059,2022-12-05,income,lainnya,bank_transfer,palembang,beli produk rumahan,2022-12,12,Monday,False,2022,166000
T5613,U020,2022-12-05,expense,transportasi,kartu,bandung,naik MRT Jakarta,2022-12,12,Monday,False,2022,138000
T1977,U077,2022-12-06,expense,tabungan,qris,yogyakarta,simpan dana darurat,2022-12,12,Tuesday,False,2022,3313000
T12333,U055,2022-12-06,expense,hiburan,qris,surabaya,main bowling,2022-12,12,Tuesday,False,2022,196000
T3573,U141,2022-12-06,expense,pendidikan,qris,yogyakarta,beli kamus,2022-12,12,Tuesday,False,2022,369000
T13663,U029,2022-12-06,expense,makanan,qris,bandung,pesan burger online,2022-12,12,Tuesday,False,2022,110000
T5474,U063,2022-12-07,expense,tempat_tinggal,tunai,surabaya,iuran kebersihan lingkungan,2022-12,12,Wednesday,False,2022,46000
T11419,U136,2022-12-07,expense,transportasi,kartu,balikpapan,bayar parkir inap,2022-12,12,Wednesday,False,2022,27000
